location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,aircraft_damage,city,state,region,passengers
"ilwaco, wa",accident,2002-01-13,united states,fatal(1),airplane,cessna,150g,1.0,reciprocating,1.0,0.0,0.0,0.0,46.3025,-124.009167,no,Destroyed,ilwaco,wa,West,1.0
"micanopy, fl",accident,2002-01-13,united states,fatal(2),airplane,piper,pa-24-250,1.0,reciprocating,2.0,0.0,0.0,0.0,29.431667,-82.35,no,Destroyed,micanopy,fl,South,2.0
"groveland, ca",accident,2002-01-14,united states,non-fatal,airplane,piper,pa-28-180,1.0,reciprocating,0.0,0.0,1.0,0.0,36.156389,-119.326111,no,Substantial,groveland,ca,West,1.0
"oxford, ma",accident,2002-01-14,united states,non-fatal,airplane,piper,pa-28-180,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Substantial,oxford,ma,North East,2.0
"pagosa springs, co",accident,2002-01-14,united states,non-fatal,airplane,piper,pa-23-250,2.0,reciprocating,0.0,4.0,0.0,4.0,37.244444,-107.0625,no,Substantial,pagosa springs,co,West,8.0
"plainview, tx",accident,2002-01-15,united states,non-fatal,airplane,bellanca,17-30,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,plainview,tx,South,0.0
"iraan, tx",accident,2002-01-15,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,30.905556,-101.891944,no,Substantial,iraan,tx,South,0.0
"haines, ak",accident,2002-01-15,united states,fatal(1),airplane,piper,pa-32,1.0,reciprocating,1.0,0.0,0.0,0.0,59.273889,-135.3675,no,Substantial,haines,ak,West,1.0
"logan, ut",accident,2002-01-17,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Substantial,logan,ut,West,2.0
"bessemer, al",accident,2002-01-17,united states,non-fatal,airplane,piper,pa-28-151,1.0,reciprocating,0.0,0.0,0.0,0.0,33.313889,-86.931945,no,Substantial,bessemer,al,South,0.0
"lake placid, fl",accident,2002-01-17,united states,non-fatal,airplane,mooney,m20j,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Destroyed,lake placid,fl,South,2.0
"sinton, tx",accident,2002-01-17,united states,fatal(1),airplane,beech,c23,1.0,reciprocating,1.0,0.0,0.0,0.0,28.035277,-97.549722,no,Destroyed,sinton,tx,South,1.0
"temple, tx",accident,2002-01-17,united states,fatal(3),airplane,cessna,340a,2.0,reciprocating,3.0,0.0,2.0,0.0,31.076667,-97.389722,no,Destroyed,temple,tx,South,5.0
"baker city, or",accident,2002-01-18,united states,non-fatal,airplane,rockwell,500-s,2.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,baker city,or,West,0.0
"wahoo, ne",accident,2002-01-18,united states,non-fatal,airplane,luscombe,8a,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,wahoo,ne,Midwest,0.0
"glasgow, mt",accident,2002-01-19,united states,non-fatal,airplane,mooney,m20e,1.0,reciprocating,0.0,1.0,0.0,1.0,48.211667,-106.615,no,Substantial,glasgow,mt,West,2.0
"dulles, va",accident,2002-01-20,united states,non-fatal,airplane,mcdonnell douglas,dc-9-32,2.0,turbo fan,0.0,0.0,0.0,0.0,38.95,-77.446666,no,Substantial,dulles,va,South,0.0
"manassas, va",accident,2002-01-20,united states,non-fatal,airplane,robinson,r-22,1.0,reciprocating,0.0,0.0,0.0,0.0,38.721389,-77.515278,no,Substantial,manassas,va,South,0.0
"sarasota, fl",accident,2002-01-20,united states,non-fatal,airplane,maule,m-7-235b,1.0,reciprocating,0.0,0.0,0.0,0.0,27.395277,-82.553889,no,Substantial,sarasota,fl,South,0.0
"st. george, ut",accident,2002-01-20,united states,non-fatal,airplane,cessna,175,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,st. george,ut,West,0.0
"clear lake, mn",accident,2002-01-20,united states,non-fatal,airplane,piper,pa-18,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,clear lake,mn,Midwest,0.0
"mammoth lakes, ca",accident,2002-01-21,united states,non-fatal,airplane,beech,b36tc,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,mammoth lakes,ca,West,0.0
"mammoth lakes, ca",accident,2002-01-21,united states,non-fatal,airplane,cessna,206h,1.0,reciprocating,0.0,0.0,0.0,0.0,37.623889,-118.837777,no,Substantial,mammoth lakes,ca,West,0.0
"iowa falls, ia",accident,2002-01-21,united states,non-fatal,airplane,piper,pa-22-160,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,iowa falls,ia,Midwest,0.0
"milton, fl",accident,2002-01-22,united states,non-fatal,airplane,bellanca,7kcab,1.0,reciprocating,0.0,0.0,0.0,0.0,30.6375,-86.993611,no,Substantial,milton,fl,South,0.0
"farmington, nm",accident,2002-01-22,united states,fatal(1),airplane,cessna,177,1.0,reciprocating,1.0,0.0,1.0,0.0,36.733611,-108.235,no,Substantial,farmington,nm,West,2.0
"chicago, il",accident,2002-01-22,united states,non-fatal,airplane,cessna,t210n,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,chicago,il,Midwest,0.0
"bronson, mi",accident,2002-01-23,united states,fatal(1),airplane,cessna,402b,2.0,reciprocating,1.0,0.0,0.0,0.0,41.8975,-85.183333,no,Destroyed,bronson,mi,Midwest,1.0
"waterville, me",accident,2002-01-24,united states,non-fatal,airplane,cessna,208b,1.0,turbo prop,0.0,1.0,0.0,1.0,44.533333,-69.683333,no,Substantial,waterville,me,North East,2.0
"indianapolis, in",accident,2002-01-24,united states,non-fatal,airplane,mcdonnell douglas,dc-9-41,2.0,turbo jet,0.0,0.0,1.0,0.0,,,no,,indianapolis,in,Midwest,1.0
"boca raton, fl",accident,2002-01-25,united states,non-fatal,airplane,cessna,182l,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,boca raton,fl,South,0.0
"chittenden, vt",accident,2002-01-25,united states,fatal(2),airplane,smith,aerostar 601p,2.0,reciprocating,2.0,0.0,0.0,0.0,43.819445,-72.892222,no,Destroyed,chittenden,vt,North East,2.0
"anchorage, ak",incident,2002-01-25,united states,incident,airplane,airbus industrie,a-340-300,4.0,turbo fan,0.0,0.0,0.0,0.0,61.174445,-149.996389,no,,anchorage,ak,West,0.0
"lynchburg, va",accident,2002-01-26,united states,non-fatal,airplane,beech,f33a,1.0,reciprocating,0.0,0.0,0.0,0.0,37.377778,-79.122223,no,Substantial,lynchburg,va,South,0.0
"marlboro, ma",accident,2002-01-26,united states,non-fatal,airplane,socata,tb-9,1.0,reciprocating,0.0,0.0,0.0,0.0,40.343055,-71.500833,no,Substantial,marlboro,ma,North East,0.0
"levittown, pr",accident,2002-01-26,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,2.0,0.0,2.0,18.45,-66.2,no,Substantial,levittown,pr,,4.0
"payson, az",accident,2002-01-26,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,1.0,0.0,34.261389,-111.343333,no,Substantial,payson,az,West,1.0
"doylestown, pa",accident,2002-01-26,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,doylestown,pa,North East,0.0
"ardmore, ok",accident,2002-01-26,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,ardmore,ok,South,0.0
"bloomington, in",accident,2002-01-26,united states,non-fatal,airplane,beech,f33a,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,bloomington,in,Midwest,0.0
"eagle point, or",accident,2002-01-27,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,eagle point,or,West,0.0
"richmond, va",accident,2002-01-27,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,richmond,va,South,0.0
"alexandria, mn",accident,2002-01-27,united states,fatal(2),airplane,bellanca,17-30a,1.0,reciprocating,2.0,0.0,0.0,0.0,,,no,Destroyed,alexandria,mn,Midwest,2.0
"moses lake, wa",accident,2002-01-28,united states,non-fatal,airplane,beech,b-19,1.0,reciprocating,0.0,0.0,0.0,0.0,47.150556,-119.503333,no,Substantial,moses lake,wa,West,0.0
"berryville, ar",accident,2002-01-28,united states,non-fatal,airplane,piper,pa-28,1.0,reciprocating,0.0,0.0,0.0,0.0,36.55,-93.616667,no,Substantial,berryville,ar,South,0.0
"falls city, ne",accident,2002-01-28,united states,non-fatal,airplane,piper,pa-32-300,1.0,reciprocating,0.0,0.0,0.0,0.0,40.078611,-95.591944,no,Substantial,falls city,ne,Midwest,0.0
"salina, ks",accident,2002-01-28,united states,non-fatal,airplane,beech,23,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,salina,ks,Midwest,0.0
"american fork, ut",accident,2002-01-28,united states,fatal(1),airplane,beech,v35b,1.0,reciprocating,1.0,0.0,0.0,0.0,40.466111,-111.720278,no,Destroyed,american fork,ut,West,1.0
"ames, ia",accident,2002-01-30,united states,non-fatal,airplane,piper,pa-42-720,2.0,turbo prop,0.0,0.0,0.0,0.0,41.988611,-93.619723,no,Substantial,ames,ia,Midwest,0.0
"stonyford, ca",accident,2002-01-30,united states,fatal(1),airplane,piper,aerostar 601p,2.0,reciprocating,1.0,0.0,0.0,0.0,39.436389,-122.695555,no,Destroyed,stonyford,ca,West,1.0
"winfield, ks",accident,2002-01-30,united states,fatal(2),airplane,cessna,441,2.0,turbo prop,2.0,0.0,0.0,0.0,37.135555,-96.901667,no,Destroyed,winfield,ks,Midwest,2.0
"silver city, mt",accident,2002-01-31,united states,non-fatal,airplane,robinson,r-22 beta,1.0,reciprocating,0.0,0.0,2.0,0.0,46.749444,-112.180278,no,Substantial,silver city,mt,West,2.0
"chester, ct",accident,2002-01-31,united states,fatal(2),airplane,beech,v35b,1.0,reciprocating,2.0,0.0,0.0,0.0,41.391111,-72.508889,no,Destroyed,chester,ct,North East,2.0
"river ranch, fl",accident,2002-02-01,united states,non-fatal,airplane,cessna,r172e,1.0,reciprocating,0.0,0.0,2.0,0.0,27.74,-81.1,no,Substantial,river ranch,fl,South,2.0
"ouzinkie, ak",accident,2002-02-01,united states,non-fatal,airplane,britten-norman,bn2a-26,2.0,reciprocating,0.0,0.0,0.0,0.0,57.926945,-152.500833,no,Substantial,ouzinkie,ak,West,0.0
"puyallup, wa",accident,2002-02-02,united states,non-fatal,airplane,aero commander,520,2.0,reciprocating,0.0,1.0,1.0,1.0,47.106667,-122.289722,no,Substantial,puyallup,wa,West,3.0
"santa ana, ca",accident,2002-02-02,united states,non-fatal,airplane,beech,58p,2.0,reciprocating,0.0,0.0,0.0,0.0,33.681667,-117.869167,no,Substantial,santa ana,ca,West,0.0
"hawthorne, ca",accident,2002-02-02,united states,non-fatal,airplane,aviat,pitts s-2b,1.0,reciprocating,0.0,0.0,0.0,0.0,33.926945,-118.336389,no,Substantial,hawthorne,ca,West,0.0
"san simeon, ca",accident,2002-02-03,united states,non-fatal,airplane,beech,t-34b/d-45,1.0,reciprocating,0.0,0.0,0.0,0.0,36,-119,no,Substantial,san simeon,ca,West,0.0
"joshua tree, ca",accident,2002-02-03,united states,non-fatal,airplane,beech,95-b55,2.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,joshua tree,ca,West,0.0
"hobbs, nm",accident,2002-02-04,united states,non-fatal,airplane,piper,pa-31t,2.0,turbo prop,0.0,0.0,1.0,0.0,32.6875,-103.216945,no,Destroyed,hobbs,nm,West,1.0
"bethel, ak",accident,2002-02-04,united states,fatal(1),airplane,cessna,206,1.0,reciprocating,1.0,0.0,0.0,0.0,61.267223,-164.263611,no,Destroyed,bethel,ak,West,1.0
"ottumwa, ia",accident,2002-02-05,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,ottumwa,ia,Midwest,0.0
"talkeetna, ak",accident,2002-02-05,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,1.0,1.0,1.0,62.323056,-150.1,no,Substantial,talkeetna,ak,West,3.0
"camden, ar",accident,2002-02-06,united states,non-fatal,airplane,beech,200,2.0,turbo prop,0.0,0.0,0.0,0.0,33.622778,-92.763333,no,Substantial,camden,ar,South,0.0
"atlanta, ga",accident,2002-02-06,united states,fatal(4),airplane,piper,pa-32-300,1.0,reciprocating,4.0,0.0,0.0,0.0,33.877778,-84.282778,no,Destroyed,atlanta,ga,South,4.0
"novato, ca",accident,2002-02-07,united states,non-fatal,airplane,cessna,525a,2.0,turbo fan,0.0,0.0,0.0,0.0,38.133333,-122.561944,no,Substantial,novato,ca,West,0.0
"houston, tx",accident,2002-02-07,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,29.668056,-95.394444,no,Substantial,houston,tx,South,0.0
"point pleasant, wv",accident,2002-02-08,united states,non-fatal,airplane,beech,be-23,1.0,reciprocating,0.0,0.0,0.0,0.0,38.929723,-81.819445,no,Substantial,point pleasant,wv,South,0.0
"santa fe, nm",accident,2002-02-08,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,35.469167,-106,no,Substantial,santa fe,nm,West,0.0
"broomfield, co",accident,2002-02-08,united states,non-fatal,airplane,gulfstream aerospace,g-iv,2.0,turbo fan,0.0,0.0,1.0,0.0,,,no,,broomfield,co,West,1.0
"fremont, oh",accident,2002-02-09,united states,non-fatal,airplane,piper,pa-20,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,fremont,oh,Midwest,0.0
"san diego, ca",accident,2002-02-09,united states,non-fatal,airplane,great lakes,2t-1a-1,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,san diego,ca,West,0.0
"manito, il",accident,2002-02-09,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,manito,il,Midwest,0.0
"creswell, or",accident,2002-02-10,united states,non-fatal,airplane,boeing stearman,a75n1,1.0,reciprocating,0.0,0.0,0.0,0.0,43.931945,-123.006667,no,Substantial,creswell,or,West,0.0
"cleveland, oh",accident,2002-02-10,united states,non-fatal,airplane,mitsubishi,mu-300,2.0,turbo fan,0.0,0.0,0.0,0.0,41.565,-81.486111,no,Substantial,cleveland,oh,Midwest,0.0
"cedar key, fl",accident,2002-02-10,united states,fatal(4),airplane,cessna,tr182,1.0,reciprocating,4.0,0.0,0.0,0.0,29.1375,-83.049722,no,Destroyed,cedar key,fl,South,4.0
"gatesville, tx",accident,2002-02-11,united states,non-fatal,airplane,quicksilver,mxl ii sport,1.0,reciprocating,0.0,2.0,0.0,2.0,31.421111,-97.796944,no,Substantial,gatesville,tx,South,4.0
"encino, tx",accident,2002-02-11,united states,non-fatal,airplane,robinson,r-22a,1.0,reciprocating,0.0,0.0,0.0,0.0,26.689166,-98.135555,no,Substantial,encino,tx,South,0.0
"afton, wy",accident,2002-02-11,united states,non-fatal,airplane,aviat,a-1a,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,afton,wy,West,0.0
"miami, fl",accident,2002-02-11,united states,non-fatal,airplane,hiller,uh12e,1.0,reciprocating,0.0,1.0,0.0,1.0,25.793055,-80.290277,no,Substantial,miami,fl,South,2.0
"scappoose, or",accident,2002-02-12,united states,fatal(1),airplane,piper,pa-24-180,1.0,reciprocating,1.0,1.0,0.0,1.0,45.7725,-121.862222,no,Substantial,scappoose,or,West,3.0
"winter haven, fl",accident,2002-02-12,united states,non-fatal,airplane,piper,pa -18,1.0,reciprocating,0.0,0.0,0.0,0.0,28.057222,-81.756667,no,Substantial,winter haven,fl,South,0.0
"copperhill, tn",accident,2002-02-12,united states,non-fatal,airplane,aero commander,500u,2.0,reciprocating,0.0,0.0,1.0,0.0,35.021667,-84.468334,no,Substantial,copperhill,tn,South,1.0
"panama city bch, fl",accident,2002-02-12,united states,non-fatal,airplane,cessna,150,1.0,reciprocating,0.0,1.0,0.0,1.0,30.213889,-85.680556,no,Destroyed,panama city bch,fl,South,2.0
"glendale, az",accident,2002-02-13,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,glendale,az,West,0.0
"glendale, az",accident,2002-02-13,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,glendale,az,West,0.0
"west palm beach, fl",accident,2002-02-14,united states,non-fatal,airplane,gulfstream aerospace,g-v,2.0,turbo fan,0.0,0.0,0.0,0.0,26.681111,-80.106111,no,Substantial,west palm beach,fl,South,0.0
"kotzebue, ak",accident,2002-02-14,united states,non-fatal,airplane,boeing,727-100,3.0,turbo fan,0.0,0.0,0.0,0.0,66.885555,-162.598611,no,Substantial,kotzebue,ak,West,0.0
"pacific city, or",accident,2002-02-15,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,pacific city,or,West,0.0
"fredericksburg, va",accident,2002-02-16,united states,non-fatal,airplane,piper,pa-28r-200,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,fredericksburg,va,South,0.0
"belle glade, fl",accident,2002-02-16,united states,non-fatal,airplane,"smith, ted aerostar",601p,2.0,reciprocating,0.0,0.0,1.0,0.0,26.683333,80.633333,no,Substantial,belle glade,fl,South,1.0
"beatty, nv",accident,2002-02-16,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,beatty,nv,West,0.0
"harwinton, ct",accident,2002-02-16,united states,non-fatal,airplane,grumman american,aa-5b,1.0,reciprocating,0.0,2.0,0.0,2.0,,,no,Substantial,harwinton,ct,North East,4.0
"newbolds corner, nj",accident,2002-02-17,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,2.0,0.0,2.0,39.958889,-74.778889,no,Substantial,newbolds corner,nj,North East,4.0
"exeter, ri",accident,2002-02-17,united states,fatal(1),airplane,rockwell,500s,2.0,reciprocating,1.0,0.0,0.0,0.0,41.577778,-71.523334,no,Substantial,exeter,ri,North East,1.0
"durango, co",accident,2002-02-17,united states,non-fatal,airplane,cessna,172n,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,durango,co,West,0.0
"lynxville, wi",accident,2002-02-17,united states,non-fatal,airplane,cessna,172f,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,lynxville,wi,Midwest,0.0
"hackensack, mn",accident,2002-02-17,united states,non-fatal,airplane,cessna,172h,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,hackensack,mn,Midwest,0.0
"pond creek, ok",accident,2002-02-18,united states,non-fatal,airplane,cessna,177,1.0,reciprocating,0.0,0.0,1.0,0.0,36.641389,-97.8,no,Substantial,pond creek,ok,South,1.0
"englewood, co",accident,2002-02-18,united states,non-fatal,airplane,beech,b36tc,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,englewood,co,West,0.0
"dowagiac, mi",accident,2002-02-18,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Substantial,dowagiac,mi,Midwest,2.0
"argyle, ny",accident,2002-02-19,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Substantial,argyle,ny,North East,2.0
"lorain, oh",accident,2002-02-19,united states,non-fatal,airplane,hughes,269c,1.0,reciprocating,0.0,0.0,0.0,0.0,41.344166,-82.1775,no,Substantial,lorain,oh,Midwest,0.0
"beaumont, tx",accident,2002-02-19,united states,non-fatal,airplane,boeing,737-724,2.0,turbo fan,0.0,0.0,1.0,0.0,30.070278,-94.215,no,,beaumont,tx,South,1.0
"concrete, wa",accident,2002-02-20,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,48.529723,-121.691666,no,Substantial,concrete,wa,West,0.0
"mount selman, tx",accident,2002-02-20,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,1.0,0.0,1.0,32.097222,-95.29,no,Substantial,mount selman,tx,South,2.0
"glendora, ca",accident,2002-02-21,united states,non-fatal,airplane,robinson,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,34.172778,-117.851111,no,Substantial,glendora,ca,West,0.0
"albuquerque, nm",accident,2002-02-21,united states,non-fatal,airplane,cessna,172a,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,albuquerque,nm,West,0.0
"fredericksburg, tx",accident,2002-02-21,united states,non-fatal,airplane,north american,t28c,1.0,reciprocating,0.0,0.0,0.0,0.0,30.243611,-98.909444,no,Substantial,fredericksburg,tx,South,0.0
"grand forks, nd",accident,2002-02-21,united states,non-fatal,airplane,piper,pa-28-161,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,grand forks,nd,Midwest,0.0
"blowing rock, nc",accident,2002-02-21,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,1.0,1.0,1.0,36.131945,-81.542777,no,Substantial,blowing rock,nc,South,3.0
"santa paula, ca",accident,2002-02-22,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,1.0,0.0,1.0,34.347222,-119.061111,no,Substantial,santa paula,ca,West,2.0
"san jose, ca",accident,2002-02-22,united states,non-fatal,airplane,beech,v35,1.0,reciprocating,0.0,0.0,0.0,0.0,37.3625,-121.928889,no,Substantial,san jose,ca,West,0.0
"long beach, ca",accident,2002-02-22,united states,non-fatal,airplane,beech,77,1.0,reciprocating,0.0,0.0,0.0,0.0,33.818334,-118.152778,no,Substantial,long beach,ca,West,0.0
"atlantic city, nj",accident,2002-02-23,united states,non-fatal,airplane,piper,pa-24-260,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,atlantic city,nj,North East,0.0
"atlantic city, nj",accident,2002-02-23,united states,non-fatal,airplane,piper,pa-28-161,1.0,reciprocating,0.0,0.0,0.0,0.0,40.741944,-75.243333,no,Substantial,atlantic city,nj,North East,0.0
"fredericksburg, va",accident,2002-02-23,united states,non-fatal,airplane,cessna,170,1.0,reciprocating,0.0,0.0,1.0,0.0,38.266667,-77.449166,no,Substantial,fredericksburg,va,South,1.0
"new holstein, wi",accident,2002-02-23,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,new holstein,wi,Midwest,0.0
"franklin, in",accident,2002-02-23,united states,non-fatal,airplane,cessna,182t,1.0,reciprocating,0.0,0.0,0.0,0.0,,,no,Substantial,franklin,in,Midwest,0.0
"fairbanks, ak",accident,2002-02-23,united states,non-fatal,airplane,robinson,r-22,1.0,reciprocating,0.0,0.0,0.0,0.0,64.646944,-147.727223,no,Substantial,fairbanks,ak,West,0.0
"vero beach, fl",accident,2002-02-23,united states,fatal(2),airplane,piper,pa-28-180,1.0,reciprocating,2.0,0.0,0.0,0.0,27.618611,-80.758333,no,Destroyed,vero beach,fl,South,2.0
"san jose, ca",accident,2002-02-24,united states,non-fatal,airplane,piper,pa-24-250,1.0,reciprocating,0.0,0.0,0.0,0.0,37.299444,-121.803056,no,Substantial,san jose,ca,West,0.0
